UserID,ProductID,Interaction,Timestamp,Category,InteractionWeight
U333,41970,purchased,2021-07-26 06:19:22,Apparel,5
U356,43368,viewed,2021-11-22 07:29:33,Footwear,1
U497,41752,viewed,2022-12-21 03:42:14,Apparel,1
U276,34650,added_to_cart,2021-09-12 10:07:48,Footwear,3
U471,32815,added_to_cart,2022-03-02 00:34:03,Footwear,3
U337,37586,added_to_cart,2021-09-08 11:10:33,Apparel,3
U323,38935,viewed,2021-07-30 18:05:38,Apparel,1
U335,40129,added_to_cart,2022-09-24 20:08:43,Apparel,3
U36,16152,viewed,2021-06-09 09:48:03,Footwear,1
U165,39945,viewed,2021-07-09 15:07:57,Footwear,1
U160,37637,purchased,2021-09-25 11:39:01,Apparel,5
U414,32509,viewed,2021-08-25 23:55:21,Footwear,1
U449,24633,viewed,2021-07-28 07:49:22,Footwear,1
U92,40779,purchased,2022-09-21 20:55:58,Footwear,5
U355,4170,added_to_cart,2021-12-23 04:49:55,Footwear,3
U344,22191,purchased,2022-10-08 01:06:53,Footwear,5
U487,31976,viewed,2022-01-13 19:08:19,Footwear,1
U485,34163,viewed,2022-07-23 16:55:52,Apparel,1
U93,44462,purchased,2022-09-12 20:54:44,Footwear,5
U339,33146,purchased,2021-07-31 03:58:22,Apparel,5
U453,39865,viewed,2021-12-26 05:42:24,Apparel,1
U333,31166,added_to_cart,2022-01-08 14:56:00,Apparel,3
U213,20947,added_to_cart,2022-10-25 09:38:38,Footwear,3
U27,4206,added_to_cart,2022-03-05 01:31:59,Apparel,3
U386,4146,viewed,2022-10-08 11:37:14,Footwear,1
U439,34008,purchased,2022-05-09 07:49:53,Apparel,5
U9,45866,viewed,2022-11-04 17:01:03,Footwear,1
U201,37513,purchased,2021-07-28 01:32:19,Apparel,5
U405,36136,viewed,2022-02-04 03:07:24,Footwear,1
U305,34682,purchased,2022-03-27 15:45:37,Apparel,5
U185,4113,added_to_cart,2021-08-25 19:54:49,Footwear,3
U317,37611,purchased,2022-02-04 09:28:07,Apparel,5
U252,38503,purchased,2022-04-04 09:28:10,Apparel,5
U56,41439,added_to_cart,2022-07-01 09:03:38,Footwear,3
U268,37634,viewed,2022-06-01 15:22:19,Apparel,1
U384,11977,purchased,2022-02-10 17:56:30,Footwear,5
U448,41454,added_to_cart,2021-08-24 03:37:25,Footwear,3
U106,56878,purchased,2021-11-02 06:06:23,Footwear,5
U305,44205,purchased,2021-11-10 02:50:46,Footwear,5
U270,37531,viewed,2022-05-19 07:52:56,Apparel,1
U256,47196,viewed,2022-07-08 20:53:08,Footwear,1
U441,34190,added_to_cart,2022-04-01 15:04:00,Apparel,3
U11,36131,added_to_cart,2022-06-19 15:24:48,Footwear,3
U352,39749,viewed,2022-02-01 09:21:57,Apparel,1
U242,34008,purchased,2021-12-31 03:17:05,Apparel,5
U394,4325,viewed,2022-04-10 07:11:13,Apparel,1
U179,33131,viewed,2021-10-09 19:52:50,Footwear,1
U113,34850,viewed,2021-08-15 04:09:20,Footwear,1
U377,42016,viewed,2022-02-03 03:40:02,Footwear,1
U228,25574,added_to_cart,2022-02-27 17:39:42,Footwear,3
U191,39609,purchased,2021-06-03 16:42:19,Footwear,5
U474,19035,purchased,2021-08-29 10:55:23,Footwear,5
U165,3809,added_to_cart,2022-09-15 10:30:12,Apparel,3
U440,44941,viewed,2021-11-05 12:10:43,Footwear,1
U63,28600,viewed,2022-04-28 01:59:21,Footwear,1
U386,38952,viewed,2022-12-02 01:45:54,Apparel,1
U16,38328,added_to_cart,2021-12-18 10:01:24,Apparel,3
U4,20695,added_to_cart,2021-11-09 00:19:30,Footwear,3
U378,15723,purchased,2021-08-04 16:34:19,Footwear,5
U173,42003,added_to_cart,2021-06-14 00:20:13,Apparel,3
U98,2715,purchased,2022-01-24 22:21:20,Apparel,5
U268,24913,viewed,2022-09-16 17:51:39,Apparel,1
U294,56950,purchased,2021-06-04 03:43:35,Footwear,5
U173,46622,purchased,2022-10-05 16:52:34,Footwear,5
U361,38940,viewed,2021-06-06 08:27:00,Apparel,1
U356,15714,viewed,2021-08-31 04:18:58,Footwear,1
U100,3851,viewed,2022-08-28 08:34:22,Apparel,1
U467,41005,viewed,2022-10-09 11:28:51,Apparel,1
U416,33641,added_to_cart,2022-02-11 03:17:12,Footwear,3
U310,12703,added_to_cart,2022-06-06 11:44:08,Footwear,3
U322,35877,viewed,2022-05-09 22:58:08,Apparel,1
U403,28608,added_to_cart,2022-01-06 10:44:02,Footwear,3
U132,56981,added_to_cart,2022-02-21 16:54:19,Footwear,3
U141,39856,viewed,2022-02-06 12:29:01,Apparel,1
U242,39322,purchased,2022-04-16 13:37:19,Apparel,5
U30,10097,purchased,2022-11-10 06:05:04,Footwear,5
U135,21471,purchased,2022-05-28 18:14:58,Footwear,5
U467,54542,viewed,2021-10-06 21:18:51,Footwear,1
U288,41722,viewed,2022-05-07 19:43:13,Footwear,1
U54,37249,added_to_cart,2022-11-27 16:27:02,Footwear,3
U412,41968,viewed,2022-06-09 06:42:57,Apparel,1
U52,13044,added_to_cart,2022-11-04 08:58:41,Footwear,3
U339,12960,purchased,2022-12-07 00:44:19,Footwear,5
U363,44741,viewed,2021-12-20 03:40:09,Footwear,1
U409,31941,purchased,2022-02-18 20:35:31,Footwear,5
U491,45346,viewed,2021-09-24 20:35:47,Footwear,1
U285,31693,added_to_cart,2022-07-10 13:28:17,Footwear,3
U483,36322,viewed,2022-05-21 10:44:55,Apparel,1
U197,13213,viewed,2022-07-21 03:53:13,Footwear,1
U470,11511,added_to_cart,2022-06-30 08:00:36,Footwear,3
U358,22539,viewed,2022-01-04 20:12:59,Footwear,1
U434,39844,purchased,2021-06-01 18:38:41,Apparel,5
U201,39315,purchased,2022-05-11 15:21:04,Apparel,5
U499,2611,purchased,2021-08-01 16:04:57,Footwear,5
U3,3815,purchased,2022-12-29 21:28:14,Apparel,5
U340,30233,added_to_cart,2021-07-02 07:32:59,Footwear,3
U209,49839,viewed,2022-12-06 19:03:52,Footwear,1
U310,36137,added_to_cart,2022-09-01 04:29:11,Footwear,3
U246,38998,added_to_cart,2021-10-01 22:47:31,Apparel,3
U375,41234,viewed,2021-06-14 10:49:26,Apparel,1
U299,5469,added_to_cart,2022-07-30 06:54:26,Footwear,3
U144,38249,purchased,2022-10-14 01:30:11,Apparel,5
U480,37613,added_to_cart,2022-11-14 00:22:29,Apparel,3
U393,13563,purchased,2022-08-07 09:56:38,Footwear,5
U336,37516,added_to_cart,2021-12-08 13:11:05,Apparel,3
U211,23621,viewed,2022-11-09 00:34:56,Apparel,1
U12,38986,added_to_cart,2022-11-08 11:27:26,Apparel,3
U180,33152,added_to_cart,2021-09-04 21:50:12,Apparel,3
U85,2703,purchased,2022-02-22 17:04:29,Apparel,5
U304,34633,purchased,2022-05-23 19:14:49,Footwear,5
U206,2715,viewed,2022-03-08 07:15:07,Apparel,1
U159,39331,viewed,2021-07-29 00:51:27,Apparel,1
U234,45385,added_to_cart,2022-11-26 13:13:37,Footwear,3
U267,58231,purchased,2021-11-29 16:48:09,Footwear,5
U104,18494,added_to_cart,2022-10-16 07:20:44,Footwear,3
U294,33255,purchased,2021-11-09 18:47:04,Apparel,5
U333,52131,purchased,2022-02-22 23:40:43,Apparel,5
U420,11914,added_to_cart,2022-04-22 02:37:01,Footwear,3
U15,47564,purchased,2022-01-13 02:01:01,Footwear,5
U184,24454,added_to_cart,2022-12-26 23:44:48,Footwear,3
U457,46614,viewed,2021-08-09 11:50:38,Footwear,1
U363,52130,purchased,2022-09-03 05:28:28,Apparel,5
U41,45323,viewed,2022-12-28 14:42:36,Footwear,1
U53,38334,added_to_cart,2021-07-16 10:14:30,Apparel,3
U129,40986,purchased,2022-03-25 17:23:17,Apparel,5
U313,11499,viewed,2022-05-19 21:16:42,Footwear,1
U37,34053,viewed,2021-07-07 22:08:46,Apparel,1
U80,39899,added_to_cart,2021-07-20 06:25:41,Footwear,3
U293,3851,added_to_cart,2021-11-29 10:13:31,Apparel,3
U225,23130,added_to_cart,2022-08-11 11:42:49,Apparel,3
U247,35588,added_to_cart,2022-10-26 04:49:57,Footwear,3
U133,25575,viewed,2022-11-22 18:52:41,Footwear,1
U139,38342,added_to_cart,2022-06-25 22:58:00,Apparel,3
U230,37343,viewed,2022-12-19 14:02:51,Apparel,1
U297,35452,viewed,2022-11-20 04:12:13,Apparel,1
U447,59050,purchased,2022-08-31 05:44:19,Footwear,5
U50,33303,purchased,2022-10-31 01:56:32,Apparel,5
U63,32854,added_to_cart,2022-05-02 20:53:11,Footwear,3
U94,32814,viewed,2022-11-29 07:43:30,Footwear,1
U260,24187,added_to_cart,2022-12-18 10:24:52,Footwear,3
U96,44518,added_to_cart,2021-11-10 01:33:03,Footwear,3
U3,26615,added_to_cart,2021-10-12 13:13:47,Footwear,3
U164,39207,purchased,2021-08-10 03:16:02,Footwear,5
U413,8172,added_to_cart,2022-09-09 20:11:36,Footwear,3
U365,4184,viewed,2022-05-13 23:37:56,Footwear,1
U236,49492,purchased,2022-11-11 17:41:05,Footwear,5
U21,48238,purchased,2022-10-31 19:00:23,Apparel,5
U193,10096,added_to_cart,2022-11-11 20:55:51,Footwear,3
U489,34155,added_to_cart,2022-03-21 01:44:34,Apparel,3
U434,20869,viewed,2022-12-22 19:15:50,Footwear,1
U223,18402,purchased,2021-11-04 03:13:41,Footwear,5
U318,3306,purchased,2021-10-29 00:47:45,Footwear,5
U3,40935,viewed,2021-06-04 04:50:29,Apparel,1
U482,34044,viewed,2022-03-21 06:52:29,Apparel,1
U352,46613,added_to_cart,2022-08-29 16:30:33,Footwear,3
U464,38907,purchased,2022-01-18 14:51:37,Apparel,5
U149,42995,viewed,2022-03-12 18:10:45,Footwear,1
U55,8071,added_to_cart,2022-03-31 08:50:50,Footwear,3
U497,34026,viewed,2021-07-06 03:16:20,Apparel,1
U162,29124,purchased,2022-09-06 09:03:53,Footwear,5
U479,23814,purchased,2022-09-04 17:56:20,Footwear,5
U471,4216,viewed,2021-06-18 11:18:06,Apparel,1
U104,11518,viewed,2021-10-07 09:30:44,Footwear,1
U53,34015,purchased,2022-06-02 11:54:23,Apparel,5
U426,7398,added_to_cart,2022-06-08 18:24:09,Footwear,3
U354,2642,purchased,2022-08-01 04:44:34,Footwear,5
U463,37528,purchased,2022-02-08 01:07:03,Apparel,5
U386,36730,added_to_cart,2021-11-18 23:25:49,Apparel,3
U283,37602,purchased,2022-06-29 16:20:03,Apparel,5
U244,29123,viewed,2021-11-14 09:28:11,Footwear,1
U279,49606,purchased,2021-10-22 20:58:27,Footwear,5
U316,55650,purchased,2022-08-22 10:55:54,Footwear,5
U92,38958,added_to_cart,2022-06-11 00:29:57,Apparel,3
U39,44202,viewed,2021-09-01 15:48:58,Footwear,1
U279,35884,purchased,2022-04-07 00:43:18,Apparel,5
U495,8976,purchased,2021-12-07 11:37:42,Footwear,5
U175,4722,added_to_cart,2021-12-23 04:05:08,Apparel,3
U224,38988,added_to_cart,2022-01-01 21:28:20,Apparel,3
U317,42017,purchased,2021-08-26 04:53:54,Footwear,5
U271,32812,purchased,2022-10-04 07:27:50,Footwear,5
U471,3159,added_to_cart,2022-01-30 15:35:40,Footwear,3
U404,40128,added_to_cart,2021-08-08 23:28:14,Apparel,3
U372,26705,added_to_cart,2022-05-22 01:17:50,Footwear,3
U88,41990,purchased,2021-08-28 23:22:25,Apparel,5
U400,39973,viewed,2021-07-06 16:07:02,Footwear,1
U289,3300,viewed,2022-02-18 22:13:21,Footwear,1
U173,39944,added_to_cart,2022-05-04 03:28:53,Footwear,3
U304,38961,added_to_cart,2021-11-22 11:18:02,Apparel,3
U495,31150,purchased,2022-02-09 02:04:15,Apparel,5
U310,32854,purchased,2022-05-10 09:57:31,Footwear,5
U432,41002,added_to_cart,2022-08-07 00:35:01,Apparel,3
U43,43585,viewed,2022-07-21 17:37:05,Apparel,1
U380,8336,viewed,2022-09-06 06:17:21,Apparel,1
U112,54526,purchased,2022-11-22 17:31:32,Footwear,5
U452,14379,added_to_cart,2022-01-22 15:41:00,Footwear,3
U400,34012,added_to_cart,2022-05-10 07:44:27,Apparel,3
U499,33131,added_to_cart,2021-10-13 04:55:16,Footwear,3
U401,4218,purchased,2022-07-06 12:19:14,Apparel,5
U288,5430,viewed,2022-07-14 08:23:06,Apparel,1
U116,9091,viewed,2022-09-26 14:04:42,Footwear,1
U377,40970,purchased,2022-10-03 00:42:54,Footwear,5
U241,38945,added_to_cart,2022-02-03 12:00:32,Apparel,3
U51,5421,purchased,2022-04-25 20:53:09,Apparel,5
U242,5239,viewed,2021-12-31 14:43:28,Footwear,1
U466,46825,added_to_cart,2022-03-19 09:50:26,Footwear,3
U79,8337,purchased,2021-12-24 20:04:49,Apparel,5
U226,9401,viewed,2022-05-05 20:51:45,Footwear,1
U309,44947,added_to_cart,2022-07-11 00:13:06,Footwear,3
U488,40143,viewed,2022-02-14 00:36:38,Apparel,1
U51,13704,purchased,2021-11-23 02:40:16,Footwear,5
U394,43932,viewed,2021-12-11 07:45:45,Footwear,1
U336,36326,purchased,2021-10-14 23:49:49,Apparel,5
U38,4546,viewed,2022-02-06 06:11:44,Footwear,1
U100,39834,viewed,2022-09-18 05:31:30,Apparel,1
U113,54077,viewed,2021-06-26 12:10:36,Footwear,1
U263,34091,viewed,2022-05-15 05:03:35,Apparel,1
U338,27640,added_to_cart,2021-06-05 08:32:20,Footwear,3
U389,5427,viewed,2022-10-28 11:57:20,Apparel,1
U310,15260,added_to_cart,2022-01-07 06:50:16,Footwear,3
U446,37187,purchased,2021-12-01 06:35:05,Apparel,5
U440,39745,purchased,2022-08-02 12:31:44,Apparel,5
U106,35446,viewed,2022-07-05 23:22:57,Apparel,1
U398,12845,purchased,2021-07-02 19:50:06,Apparel,5
U190,47640,purchased,2022-12-17 01:53:32,Footwear,5
U49,39314,viewed,2021-07-25 03:50:20,Apparel,1
U393,2710,viewed,2022-08-17 07:59:18,Apparel,1
U180,43368,purchased,2022-10-05 03:40:17,Footwear,5
U123,40929,viewed,2022-06-14 13:14:56,Apparel,1
U241,33823,purchased,2022-01-09 07:51:07,Footwear,5
U247,39742,viewed,2022-04-14 15:16:28,Footwear,1
U143,41437,added_to_cart,2022-08-17 15:29:29,Footwear,3
U372,9030,added_to_cart,2022-02-25 04:28:35,Footwear,3
U338,33254,added_to_cart,2022-07-20 04:33:41,Apparel,3
U440,37633,purchased,2022-11-26 07:51:08,Apparel,5
U145,46731,purchased,2021-08-06 15:15:34,Apparel,5
U451,4464,added_to_cart,2021-07-19 21:26:31,Apparel,3
U207,34007,added_to_cart,2022-09-24 00:27:06,Apparel,3
U37,47190,viewed,2022-01-26 00:23:52,Footwear,1
U163,8327,viewed,2022-02-06 16:16:35,Apparel,1
U33,38900,purchased,2021-11-19 12:14:00,Apparel,5
U367,45603,purchased,2022-02-19 13:38:59,Footwear,5
U463,19372,purchased,2022-10-14 00:59:28,Footwear,5
U15,8335,added_to_cart,2022-06-19 03:31:13,Apparel,3
U397,5239,viewed,2022-06-15 22:34:26,Footwear,1
U106,33305,purchased,2022-11-05 14:52:41,Apparel,5
U77,36731,added_to_cart,2022-01-10 20:54:52,Apparel,3
U437,15573,added_to_cart,2021-07-12 10:14:40,Apparel,3
U440,44771,viewed,2021-12-20 03:00:14,Footwear,1
U133,38956,purchased,2022-06-21 19:45:25,Apparel,5
U410,56951,purchased,2022-06-02 23:24:32,Footwear,5
U6,43576,viewed,2022-02-03 02:24:32,Apparel,1
U417,37570,viewed,2021-06-09 03:19:46,Apparel,1
U1,42045,added_to_cart,2022-04-10 15:30:54,Footwear,3
U209,8371,purchased,2022-06-12 09:48:52,Apparel,5
U325,43578,viewed,2022-02-11 12:52:24,Apparel,1
U14,39755,purchased,2022-03-03 17:09:12,Apparel,5
U191,37532,added_to_cart,2021-06-25 06:23:21,Apparel,3
U223,42733,added_to_cart,2022-03-17 11:20:32,Footwear,3
U379,24669,added_to_cart,2021-10-11 05:20:53,Footwear,3
U32,34170,added_to_cart,2021-06-23 01:51:52,Apparel,3
U318,7391,purchased,2022-12-04 14:39:51,Footwear,5
U396,39749,viewed,2021-07-22 04:38:37,Apparel,1
U462,23921,added_to_cart,2021-08-01 00:24:25,Footwear,3
U286,34027,viewed,2021-11-04 02:33:35,Apparel,1
U123,23848,viewed,2021-07-03 02:32:05,Footwear,1
U308,40128,viewed,2021-10-05 07:48:20,Apparel,1
U146,47624,purchased,2022-09-13 07:09:04,Footwear,5
U417,17682,added_to_cart,2022-06-18 13:57:26,Footwear,3
U351,3134,added_to_cart,2022-11-25 13:11:25,Footwear,3
U423,13356,added_to_cart,2022-12-29 18:26:27,Footwear,3
U278,38493,added_to_cart,2021-09-07 20:11:50,Apparel,3
U314,39609,purchased,2021-08-31 23:47:12,Footwear,5
U314,38504,viewed,2021-08-02 11:40:35,Apparel,1
U119,40996,viewed,2021-12-14 11:20:27,Apparel,1
U258,11971,purchased,2021-11-10 16:47:51,Footwear,5
U488,23878,purchased,2022-12-10 11:19:54,Footwear,5
U463,41912,viewed,2021-12-12 09:28:06,Footwear,1
U137,31105,added_to_cart,2021-11-13 04:52:45,Apparel,3
U390,34152,purchased,2021-09-26 02:41:27,Apparel,5
U113,34040,added_to_cart,2022-01-03 03:22:41,Apparel,3
U216,39973,purchased,2021-10-08 05:48:02,Footwear,5
U446,34099,added_to_cart,2021-06-19 15:30:00,Apparel,3
U180,49809,added_to_cart,2022-01-01 04:49:23,Footwear,3
U437,15574,added_to_cart,2022-02-16 02:36:00,Apparel,3
U355,10266,purchased,2022-03-08 19:07:05,Footwear,5
U201,9030,viewed,2021-07-07 03:00:38,Footwear,1
U124,38948,purchased,2022-01-25 20:20:51,Apparel,5
U152,23624,added_to_cart,2021-09-17 14:31:53,Apparel,3
U7,1637,viewed,2021-06-27 03:32:01,Footwear,1
U23,19310,added_to_cart,2021-08-17 21:09:25,Footwear,3
U190,32824,purchased,2021-09-29 11:54:33,Footwear,5
U395,40142,added_to_cart,2022-07-13 15:53:21,Apparel,3
U241,2724,added_to_cart,2022-01-10 05:17:26,Apparel,3
U241,56969,viewed,2021-10-09 06:33:32,Footwear,1
U468,22163,viewed,2022-05-25 15:24:42,Footwear,1
U356,35453,purchased,2021-09-13 22:33:51,Apparel,5
U323,57010,purchased,2021-08-12 16:56:58,Footwear,5
U230,29150,purchased,2021-08-25 18:09:29,Apparel,5
U447,48251,added_to_cart,2022-12-04 01:56:04,Apparel,3
U496,56932,viewed,2021-10-03 14:06:24,Footwear,1
U429,44529,added_to_cart,2022-12-18 13:18:38,Footwear,3
U426,10266,purchased,2022-08-28 19:53:02,Footwear,5
U478,6818,viewed,2022-05-10 06:12:09,Footwear,1
U206,39910,added_to_cart,2022-02-01 12:26:57,Footwear,3
U46,34004,viewed,2022-06-17 11:11:31,Apparel,1
U185,3301,purchased,2022-12-03 20:01:42,Footwear,5
U342,26623,viewed,2022-11-26 13:00:45,Footwear,1
U154,23815,added_to_cart,2022-06-13 00:21:10,Footwear,3
U395,14401,added_to_cart,2022-04-28 14:11:43,Footwear,3
U305,34010,added_to_cart,2022-06-14 02:53:26,Apparel,3
U139,33840,added_to_cart,2022-01-10 10:24:16,Footwear,3
U366,3309,added_to_cart,2022-05-26 19:58:38,Footwear,3
U15,34050,added_to_cart,2022-08-05 12:15:22,Apparel,3
U126,46834,added_to_cart,2021-08-30 10:52:50,Apparel,3
U75,17959,purchased,2022-01-26 23:13:49,Footwear,5
U118,25573,added_to_cart,2021-12-02 09:55:40,Footwear,3
U36,36207,viewed,2022-10-14 11:21:18,Apparel,1
U130,38937,added_to_cart,2022-12-01 20:31:01,Apparel,3
U162,14378,purchased,2021-10-22 01:36:24,Footwear,5
U51,7397,purchased,2022-06-20 14:46:10,Footwear,5
U461,57507,added_to_cart,2022-12-19 12:09:02,Footwear,3
U388,21858,purchased,2021-10-27 23:11:31,Apparel,5
U125,15713,viewed,2021-06-22 06:32:03,Footwear,1
U33,38991,added_to_cart,2022-10-11 14:18:02,Apparel,3
U265,34689,purchased,2021-11-07 08:46:55,Apparel,5
U258,3894,purchased,2021-07-16 12:12:57,Apparel,5
U107,41745,added_to_cart,2022-05-18 05:10:44,Apparel,3
U314,12905,viewed,2022-08-22 01:09:55,Footwear,1
U404,44749,purchased,2021-11-02 13:02:10,Footwear,5
U227,36743,viewed,2022-07-23 03:52:38,Apparel,1
U497,12902,viewed,2022-01-30 17:04:30,Footwear,1
U386,23917,added_to_cart,2022-02-12 04:24:32,Footwear,3
U228,53138,added_to_cart,2022-01-31 22:10:23,Footwear,3
U418,36211,purchased,2022-04-08 22:23:03,Apparel,5
U362,34041,viewed,2021-10-20 02:41:18,Apparel,1
U444,34054,viewed,2022-05-28 22:50:20,Apparel,1
U462,48241,viewed,2022-08-07 12:08:10,Apparel,1
U60,30233,viewed,2021-12-19 14:44:44,Footwear,1
U97,18169,purchased,2022-06-04 08:20:44,Apparel,5
U238,44521,purchased,2021-06-03 01:45:12,Footwear,5
U472,44776,purchased,2022-09-30 14:32:15,Footwear,5
U241,39871,purchased,2022-04-19 10:59:21,Footwear,5
U442,22537,viewed,2022-09-23 21:56:27,Footwear,1
U483,2611,added_to_cart,2022-10-25 09:45:30,Footwear,3
U249,30730,viewed,2021-11-30 19:58:24,Apparel,1
U397,20804,purchased,2022-11-05 00:34:46,Footwear,5
U366,31161,purchased,2021-06-10 18:58:17,Apparel,5
U28,16155,viewed,2021-06-14 17:01:00,Footwear,1
U359,49495,purchased,2022-04-12 15:09:05,Footwear,5
U280,39944,purchased,2021-11-03 17:00:15,Footwear,5
U61,50175,added_to_cart,2022-09-09 17:31:06,Footwear,3
U127,36753,purchased,2022-12-12 13:27:52,Apparel,5
U339,35440,purchased,2022-11-30 05:43:24,Apparel,5
U59,41759,viewed,2022-12-16 23:33:42,Apparel,1
U213,39845,added_to_cart,2021-11-20 13:58:58,Apparel,3
U496,35444,added_to_cart,2022-05-19 16:07:56,Apparel,3
U422,41994,added_to_cart,2022-11-22 07:58:53,Apparel,3
U273,50741,viewed,2022-01-03 09:33:38,Footwear,1
U234,35876,purchased,2022-07-06 20:40:26,Apparel,5
U198,3497,added_to_cart,2022-12-02 01:35:01,Footwear,3
U436,31153,viewed,2021-10-19 06:39:05,Apparel,1
U63,36324,added_to_cart,2022-04-18 16:20:33,Apparel,3
U258,6740,added_to_cart,2022-11-01 08:17:37,Footwear,3
U135,4192,viewed,2021-08-27 02:38:33,Apparel,1
U230,8419,added_to_cart,2021-07-18 22:59:29,Apparel,3
U274,37240,added_to_cart,2021-11-15 15:10:11,Footwear,3
U414,8355,viewed,2021-10-07 09:31:39,Apparel,1
U247,31111,purchased,2022-09-17 07:31:03,Apparel,5
U257,37240,added_to_cart,2022-04-23 22:26:42,Footwear,3
U182,10097,added_to_cart,2022-05-29 02:01:52,Footwear,3
U368,33263,purchased,2021-11-19 06:20:17,Apparel,5
U241,37222,added_to_cart,2021-10-20 00:19:53,Apparel,3
U453,3899,viewed,2021-11-11 13:11:36,Apparel,1
U417,27225,purchased,2022-01-27 07:05:12,Apparel,5
U489,15046,added_to_cart,2022-09-05 10:11:44,Apparel,3
U382,6440,viewed,2022-07-09 09:19:52,Footwear,1
U280,15520,added_to_cart,2022-04-11 19:29:17,Footwear,3
U222,44529,purchased,2021-07-24 21:29:18,Footwear,5
U161,6396,viewed,2022-08-27 03:33:15,Footwear,1
U263,41938,purchased,2021-07-01 15:56:50,Footwear,5
U1,34188,purchased,2021-10-28 21:18:09,Apparel,5
U214,37550,viewed,2022-05-10 03:01:31,Apparel,1
U99,15045,added_to_cart,2022-05-19 09:18:59,Apparel,3
U337,37632,added_to_cart,2021-08-01 20:57:59,Apparel,3
U90,22131,added_to_cart,2022-02-13 11:48:51,Footwear,3
U384,44518,added_to_cart,2021-06-11 16:21:44,Footwear,3
U227,6629,purchased,2021-10-29 16:52:45,Footwear,5
U122,40926,added_to_cart,2022-12-02 05:57:08,Apparel,3
U285,40148,viewed,2022-10-23 10:48:08,Apparel,1
U24,54518,added_to_cart,2022-01-31 10:30:13,Footwear,3
U390,44948,viewed,2022-12-10 15:56:11,Footwear,1
U368,29167,purchased,2022-03-08 22:01:45,Apparel,5
U59,46215,purchased,2021-10-04 17:02:43,Footwear,5
U297,11978,viewed,2021-11-08 21:28:06,Footwear,1
U345,5467,viewed,2021-12-29 15:52:29,Footwear,1
U464,40138,viewed,2021-08-03 23:01:16,Apparel,1
U448,26599,purchased,2021-09-24 16:22:28,Footwear,5
U240,9430,purchased,2022-02-08 19:02:02,Footwear,5
U452,37558,added_to_cart,2022-12-29 10:03:22,Apparel,3
U382,10180,viewed,2021-10-18 01:32:58,Footwear,1
U355,6396,purchased,2022-11-28 18:44:35,Footwear,5
U5,4204,purchased,2022-05-02 02:24:41,Apparel,5
U110,55657,purchased,2022-12-03 09:37:01,Footwear,5
U18,18546,added_to_cart,2022-06-18 12:21:23,Footwear,3
